test,cluster genes,cluster gene ids,variable factors,gsea pval,bootstrapping pval,ora pval
cluster_118_UP - condition/pah,12,ENSG00000022556|NLRP2 ENSG00000099953|MMP11 ENSG00000108375|RNF43 ENSG00000149231|CCDC82 ENSG00000163958|ZDHHC19 ENSG00000165730|STOX1 ENSG00000187624|C17orf97 ENSG00000204001|LCN8 ENSG00000247950|SEC24B-AS1 ENSG00000251513|LIX1-AS1 ENSG00000257275|ENSG00000257275 ENSG00000281741|ENSG00000281741,3,-,0.68,0.678240755
cluster_118_UP - condition/ph-lung,12,ENSG00000022556|NLRP2 ENSG00000099953|MMP11 ENSG00000108375|RNF43 ENSG00000149231|CCDC82 ENSG00000163958|ZDHHC19 ENSG00000165730|STOX1 ENSG00000187624|C17orf97 ENSG00000204001|LCN8 ENSG00000247950|SEC24B-AS1 ENSG00000251513|LIX1-AS1 ENSG00000257275|ENSG00000257275 ENSG00000281741|ENSG00000281741,3,-,0.857,0.882883577
cluster_118_UP - gender/F,12,ENSG00000022556|NLRP2 ENSG00000099953|MMP11 ENSG00000108375|RNF43 ENSG00000149231|CCDC82 ENSG00000163958|ZDHHC19 ENSG00000165730|STOX1 ENSG00000187624|C17orf97 ENSG00000204001|LCN8 ENSG00000247950|SEC24B-AS1 ENSG00000251513|LIX1-AS1 ENSG00000257275|ENSG00000257275 ENSG00000281741|ENSG00000281741,2,-,0.535,0.528609444
cluster_118_UP - gender/M,12,ENSG00000022556|NLRP2 ENSG00000099953|MMP11 ENSG00000108375|RNF43 ENSG00000149231|CCDC82 ENSG00000163958|ZDHHC19 ENSG00000165730|STOX1 ENSG00000187624|C17orf97 ENSG00000204001|LCN8 ENSG00000247950|SEC24B-AS1 ENSG00000251513|LIX1-AS1 ENSG00000257275|ENSG00000257275 ENSG00000281741|ENSG00000281741,2,-,0.726,0.730164705
cluster_118_UP - age,12,ENSG00000022556|NLRP2 ENSG00000099953|MMP11 ENSG00000108375|RNF43 ENSG00000149231|CCDC82 ENSG00000163958|ZDHHC19 ENSG00000165730|STOX1 ENSG00000187624|C17orf97 ENSG00000204001|LCN8 ENSG00000247950|SEC24B-AS1 ENSG00000251513|LIX1-AS1 ENSG00000257275|ENSG00000257275 ENSG00000281741|ENSG00000281741,NA,0.319640194,0.013,
cluster_118_UP - height,12,ENSG00000022556|NLRP2 ENSG00000099953|MMP11 ENSG00000108375|RNF43 ENSG00000149231|CCDC82 ENSG00000163958|ZDHHC19 ENSG00000165730|STOX1 ENSG00000187624|C17orf97 ENSG00000204001|LCN8 ENSG00000247950|SEC24B-AS1 ENSG00000251513|LIX1-AS1 ENSG00000257275|ENSG00000257275 ENSG00000281741|ENSG00000281741,NA,1,0.028,
cluster_118_UP - weight,12,ENSG00000022556|NLRP2 ENSG00000099953|MMP11 ENSG00000108375|RNF43 ENSG00000149231|CCDC82 ENSG00000163958|ZDHHC19 ENSG00000165730|STOX1 ENSG00000187624|C17orf97 ENSG00000204001|LCN8 ENSG00000247950|SEC24B-AS1 ENSG00000251513|LIX1-AS1 ENSG00000257275|ENSG00000257275 ENSG00000281741|ENSG00000281741,NA,0.951140885,0.798,
cluster_118_UP - BNP,12,ENSG00000022556|NLRP2 ENSG00000099953|MMP11 ENSG00000108375|RNF43 ENSG00000149231|CCDC82 ENSG00000163958|ZDHHC19 ENSG00000165730|STOX1 ENSG00000187624|C17orf97 ENSG00000204001|LCN8 ENSG00000247950|SEC24B-AS1 ENSG00000251513|LIX1-AS1 ENSG00000257275|ENSG00000257275 ENSG00000281741|ENSG00000281741,NA,0.425130237,0.472,
cluster_118_UP - NYHA,12,ENSG00000022556|NLRP2 ENSG00000099953|MMP11 ENSG00000108375|RNF43 ENSG00000149231|CCDC82 ENSG00000163958|ZDHHC19 ENSG00000165730|STOX1 ENSG00000187624|C17orf97 ENSG00000204001|LCN8 ENSG00000247950|SEC24B-AS1 ENSG00000251513|LIX1-AS1 ENSG00000257275|ENSG00000257275 ENSG00000281741|ENSG00000281741,NA,1,0.928,
cluster_118_UP - heart rate,12,ENSG00000022556|NLRP2 ENSG00000099953|MMP11 ENSG00000108375|RNF43 ENSG00000149231|CCDC82 ENSG00000163958|ZDHHC19 ENSG00000165730|STOX1 ENSG00000187624|C17orf97 ENSG00000204001|LCN8 ENSG00000247950|SEC24B-AS1 ENSG00000251513|LIX1-AS1 ENSG00000257275|ENSG00000257275 ENSG00000281741|ENSG00000281741,NA,0.938168338,0.03,
cluster_118_UP - mPAP,12,ENSG00000022556|NLRP2 ENSG00000099953|MMP11 ENSG00000108375|RNF43 ENSG00000149231|CCDC82 ENSG00000163958|ZDHHC19 ENSG00000165730|STOX1 ENSG00000187624|C17orf97 ENSG00000204001|LCN8 ENSG00000247950|SEC24B-AS1 ENSG00000251513|LIX1-AS1 ENSG00000257275|ENSG00000257275 ENSG00000281741|ENSG00000281741,NA,0.791417466,0.097,
cluster_118_UP - PAWP,12,ENSG00000022556|NLRP2 ENSG00000099953|MMP11 ENSG00000108375|RNF43 ENSG00000149231|CCDC82 ENSG00000163958|ZDHHC19 ENSG00000165730|STOX1 ENSG00000187624|C17orf97 ENSG00000204001|LCN8 ENSG00000247950|SEC24B-AS1 ENSG00000251513|LIX1-AS1 ENSG00000257275|ENSG00000257275 ENSG00000281741|ENSG00000281741,NA,1,0.008,
cluster_118_UP - CVP,12,ENSG00000022556|NLRP2 ENSG00000099953|MMP11 ENSG00000108375|RNF43 ENSG00000149231|CCDC82 ENSG00000163958|ZDHHC19 ENSG00000165730|STOX1 ENSG00000187624|C17orf97 ENSG00000204001|LCN8 ENSG00000247950|SEC24B-AS1 ENSG00000251513|LIX1-AS1 ENSG00000257275|ENSG00000257275 ENSG00000281741|ENSG00000281741,NA,1,0.657,
cluster_118_UP - HZV_Fick,12,ENSG00000022556|NLRP2 ENSG00000099953|MMP11 ENSG00000108375|RNF43 ENSG00000149231|CCDC82 ENSG00000163958|ZDHHC19 ENSG00000165730|STOX1 ENSG00000187624|C17orf97 ENSG00000204001|LCN8 ENSG00000247950|SEC24B-AS1 ENSG00000251513|LIX1-AS1 ENSG00000257275|ENSG00000257275 ENSG00000281741|ENSG00000281741,NA,0.760024732,0.609,
cluster_118_UP - HZV_Thermodil,12,ENSG00000022556|NLRP2 ENSG00000099953|MMP11 ENSG00000108375|RNF43 ENSG00000149231|CCDC82 ENSG00000163958|ZDHHC19 ENSG00000165730|STOX1 ENSG00000187624|C17orf97 ENSG00000204001|LCN8 ENSG00000247950|SEC24B-AS1 ENSG00000251513|LIX1-AS1 ENSG00000257275|ENSG00000257275 ENSG00000281741|ENSG00000281741,NA,1,0.479,
cluster_118_UP - PVR,12,ENSG00000022556|NLRP2 ENSG00000099953|MMP11 ENSG00000108375|RNF43 ENSG00000149231|CCDC82 ENSG00000163958|ZDHHC19 ENSG00000165730|STOX1 ENSG00000187624|C17orf97 ENSG00000204001|LCN8 ENSG00000247950|SEC24B-AS1 ENSG00000251513|LIX1-AS1 ENSG00000257275|ENSG00000257275 ENSG00000281741|ENSG00000281741,NA,1,0.965,
cluster_118_UP - Cardiac Index,12,ENSG00000022556|NLRP2 ENSG00000099953|MMP11 ENSG00000108375|RNF43 ENSG00000149231|CCDC82 ENSG00000163958|ZDHHC19 ENSG00000165730|STOX1 ENSG00000187624|C17orf97 ENSG00000204001|LCN8 ENSG00000247950|SEC24B-AS1 ENSG00000251513|LIX1-AS1 ENSG00000257275|ENSG00000257275 ENSG00000281741|ENSG00000281741,NA,0.999018163,0.419,
cluster_118_UP - Rrsys,12,ENSG00000022556|NLRP2 ENSG00000099953|MMP11 ENSG00000108375|RNF43 ENSG00000149231|CCDC82 ENSG00000163958|ZDHHC19 ENSG00000165730|STOX1 ENSG00000187624|C17orf97 ENSG00000204001|LCN8 ENSG00000247950|SEC24B-AS1 ENSG00000251513|LIX1-AS1 ENSG00000257275|ENSG00000257275 ENSG00000281741|ENSG00000281741,NA,0.794706774,0.226,
cluster_118_UP - PA_systolic,12,ENSG00000022556|NLRP2 ENSG00000099953|MMP11 ENSG00000108375|RNF43 ENSG00000149231|CCDC82 ENSG00000163958|ZDHHC19 ENSG00000165730|STOX1 ENSG00000187624|C17orf97 ENSG00000204001|LCN8 ENSG00000247950|SEC24B-AS1 ENSG00000251513|LIX1-AS1 ENSG00000257275|ENSG00000257275 ENSG00000281741|ENSG00000281741,NA,0.999875373,0.11,
cluster_118_UP - PA_diastolic,12,ENSG00000022556|NLRP2 ENSG00000099953|MMP11 ENSG00000108375|RNF43 ENSG00000149231|CCDC82 ENSG00000163958|ZDHHC19 ENSG00000165730|STOX1 ENSG00000187624|C17orf97 ENSG00000204001|LCN8 ENSG00000247950|SEC24B-AS1 ENSG00000251513|LIX1-AS1 ENSG00000257275|ENSG00000257275 ENSG00000281741|ENSG00000281741,NA,0.839486593,0.2,
cluster_118_UP - ven_SO2,12,ENSG00000022556|NLRP2 ENSG00000099953|MMP11 ENSG00000108375|RNF43 ENSG00000149231|CCDC82 ENSG00000163958|ZDHHC19 ENSG00000165730|STOX1 ENSG00000187624|C17orf97 ENSG00000204001|LCN8 ENSG00000247950|SEC24B-AS1 ENSG00000251513|LIX1-AS1 ENSG00000257275|ENSG00000257275 ENSG00000281741|ENSG00000281741,NA,0.943055028,0.377,
cluster_118_UP - AVDO2,12,ENSG00000022556|NLRP2 ENSG00000099953|MMP11 ENSG00000108375|RNF43 ENSG00000149231|CCDC82 ENSG00000163958|ZDHHC19 ENSG00000165730|STOX1 ENSG00000187624|C17orf97 ENSG00000204001|LCN8 ENSG00000247950|SEC24B-AS1 ENSG00000251513|LIX1-AS1 ENSG00000257275|ENSG00000257275 ENSG00000281741|ENSG00000281741,NA,1,0.489,
cluster_118_UP - TAPSE,12,ENSG00000022556|NLRP2 ENSG00000099953|MMP11 ENSG00000108375|RNF43 ENSG00000149231|CCDC82 ENSG00000163958|ZDHHC19 ENSG00000165730|STOX1 ENSG00000187624|C17orf97 ENSG00000204001|LCN8 ENSG00000247950|SEC24B-AS1 ENSG00000251513|LIX1-AS1 ENSG00000257275|ENSG00000257275 ENSG00000281741|ENSG00000281741,NA,1,0.08,
cluster_118_UP - RVEDD,12,ENSG00000022556|NLRP2 ENSG00000099953|MMP11 ENSG00000108375|RNF43 ENSG00000149231|CCDC82 ENSG00000163958|ZDHHC19 ENSG00000165730|STOX1 ENSG00000187624|C17orf97 ENSG00000204001|LCN8 ENSG00000247950|SEC24B-AS1 ENSG00000251513|LIX1-AS1 ENSG00000257275|ENSG00000257275 ENSG00000281741|ENSG00000281741,NA,1,0.616,
cluster_118_UP - S,12,ENSG00000022556|NLRP2 ENSG00000099953|MMP11 ENSG00000108375|RNF43 ENSG00000149231|CCDC82 ENSG00000163958|ZDHHC19 ENSG00000165730|STOX1 ENSG00000187624|C17orf97 ENSG00000204001|LCN8 ENSG00000247950|SEC24B-AS1 ENSG00000251513|LIX1-AS1 ENSG00000257275|ENSG00000257275 ENSG00000281741|ENSG00000281741,NA,0.984240212,0.491,
cluster_118_UP - sPAP excl. ZVD,12,ENSG00000022556|NLRP2 ENSG00000099953|MMP11 ENSG00000108375|RNF43 ENSG00000149231|CCDC82 ENSG00000163958|ZDHHC19 ENSG00000165730|STOX1 ENSG00000187624|C17orf97 ENSG00000204001|LCN8 ENSG00000247950|SEC24B-AS1 ENSG00000251513|LIX1-AS1 ENSG00000257275|ENSG00000257275 ENSG00000281741|ENSG00000281741,NA,1,0.254,
cluster_118_UP - ZVD,12,ENSG00000022556|NLRP2 ENSG00000099953|MMP11 ENSG00000108375|RNF43 ENSG00000149231|CCDC82 ENSG00000163958|ZDHHC19 ENSG00000165730|STOX1 ENSG00000187624|C17orf97 ENSG00000204001|LCN8 ENSG00000247950|SEC24B-AS1 ENSG00000251513|LIX1-AS1 ENSG00000257275|ENSG00000257275 ENSG00000281741|ENSG00000281741,NA,1,0.928,
cluster_118_UP - VCI_diameter,12,ENSG00000022556|NLRP2 ENSG00000099953|MMP11 ENSG00000108375|RNF43 ENSG00000149231|CCDC82 ENSG00000163958|ZDHHC19 ENSG00000165730|STOX1 ENSG00000187624|C17orf97 ENSG00000204001|LCN8 ENSG00000247950|SEC24B-AS1 ENSG00000251513|LIX1-AS1 ENSG00000257275|ENSG00000257275 ENSG00000281741|ENSG00000281741,NA,0.848482967,0.531,
cluster_118_UP - RA_area,12,ENSG00000022556|NLRP2 ENSG00000099953|MMP11 ENSG00000108375|RNF43 ENSG00000149231|CCDC82 ENSG00000163958|ZDHHC19 ENSG00000165730|STOX1 ENSG00000187624|C17orf97 ENSG00000204001|LCN8 ENSG00000247950|SEC24B-AS1 ENSG00000251513|LIX1-AS1 ENSG00000257275|ENSG00000257275 ENSG00000281741|ENSG00000281741,NA,0.799494262,0.029,
cluster_118_UP - AT,12,ENSG00000022556|NLRP2 ENSG00000099953|MMP11 ENSG00000108375|RNF43 ENSG00000149231|CCDC82 ENSG00000163958|ZDHHC19 ENSG00000165730|STOX1 ENSG00000187624|C17orf97 ENSG00000204001|LCN8 ENSG00000247950|SEC24B-AS1 ENSG00000251513|LIX1-AS1 ENSG00000257275|ENSG00000257275 ENSG00000281741|ENSG00000281741,NA,0.229007275,0,
cluster_118_UP - AT_ET,12,ENSG00000022556|NLRP2 ENSG00000099953|MMP11 ENSG00000108375|RNF43 ENSG00000149231|CCDC82 ENSG00000163958|ZDHHC19 ENSG00000165730|STOX1 ENSG00000187624|C17orf97 ENSG00000204001|LCN8 ENSG00000247950|SEC24B-AS1 ENSG00000251513|LIX1-AS1 ENSG00000257275|ENSG00000257275 ENSG00000281741|ENSG00000281741,NA,0.818454489,0.032,
cluster_118_UP - Paradoxe_Septumbewegung,12,ENSG00000022556|NLRP2 ENSG00000099953|MMP11 ENSG00000108375|RNF43 ENSG00000149231|CCDC82 ENSG00000163958|ZDHHC19 ENSG00000165730|STOX1 ENSG00000187624|C17orf97 ENSG00000204001|LCN8 ENSG00000247950|SEC24B-AS1 ENSG00000251513|LIX1-AS1 ENSG00000257275|ENSG00000257275 ENSG00000281741|ENSG00000281741,NA,0.926687566,0.683,
cluster_118_UP - Perikarderguss,12,ENSG00000022556|NLRP2 ENSG00000099953|MMP11 ENSG00000108375|RNF43 ENSG00000149231|CCDC82 ENSG00000163958|ZDHHC19 ENSG00000165730|STOX1 ENSG00000187624|C17orf97 ENSG00000204001|LCN8 ENSG00000247950|SEC24B-AS1 ENSG00000251513|LIX1-AS1 ENSG00000257275|ENSG00000257275 ENSG00000281741|ENSG00000281741,NA,0.96143525,1,
cluster_118_UP - SMW,12,ENSG00000022556|NLRP2 ENSG00000099953|MMP11 ENSG00000108375|RNF43 ENSG00000149231|CCDC82 ENSG00000163958|ZDHHC19 ENSG00000165730|STOX1 ENSG00000187624|C17orf97 ENSG00000204001|LCN8 ENSG00000247950|SEC24B-AS1 ENSG00000251513|LIX1-AS1 ENSG00000257275|ENSG00000257275 ENSG00000281741|ENSG00000281741,NA,0.742045506,0.046,
cluster_118_UP - FEV1,12,ENSG00000022556|NLRP2 ENSG00000099953|MMP11 ENSG00000108375|RNF43 ENSG00000149231|CCDC82 ENSG00000163958|ZDHHC19 ENSG00000165730|STOX1 ENSG00000187624|C17orf97 ENSG00000204001|LCN8 ENSG00000247950|SEC24B-AS1 ENSG00000251513|LIX1-AS1 ENSG00000257275|ENSG00000257275 ENSG00000281741|ENSG00000281741,NA,0.676749252,0.039,
cluster_118_UP - Tiffeneau Index FEV1/VC,12,ENSG00000022556|NLRP2 ENSG00000099953|MMP11 ENSG00000108375|RNF43 ENSG00000149231|CCDC82 ENSG00000163958|ZDHHC19 ENSG00000165730|STOX1 ENSG00000187624|C17orf97 ENSG00000204001|LCN8 ENSG00000247950|SEC24B-AS1 ENSG00000251513|LIX1-AS1 ENSG00000257275|ENSG00000257275 ENSG00000281741|ENSG00000281741,NA,0.990930306,0.596,
cluster_118_UP - DLCO,12,ENSG00000022556|NLRP2 ENSG00000099953|MMP11 ENSG00000108375|RNF43 ENSG00000149231|CCDC82 ENSG00000163958|ZDHHC19 ENSG00000165730|STOX1 ENSG00000187624|C17orf97 ENSG00000204001|LCN8 ENSG00000247950|SEC24B-AS1 ENSG00000251513|LIX1-AS1 ENSG00000257275|ENSG00000257275 ENSG00000281741|ENSG00000281741,NA,0.345392617,0.011,
cluster_118_UP - Kreatinin,12,ENSG00000022556|NLRP2 ENSG00000099953|MMP11 ENSG00000108375|RNF43 ENSG00000149231|CCDC82 ENSG00000163958|ZDHHC19 ENSG00000165730|STOX1 ENSG00000187624|C17orf97 ENSG00000204001|LCN8 ENSG00000247950|SEC24B-AS1 ENSG00000251513|LIX1-AS1 ENSG00000257275|ENSG00000257275 ENSG00000281741|ENSG00000281741,NA,0.188069157,0.006,
cluster_118_UP - eGFR,12,ENSG00000022556|NLRP2 ENSG00000099953|MMP11 ENSG00000108375|RNF43 ENSG00000149231|CCDC82 ENSG00000163958|ZDHHC19 ENSG00000165730|STOX1 ENSG00000187624|C17orf97 ENSG00000204001|LCN8 ENSG00000247950|SEC24B-AS1 ENSG00000251513|LIX1-AS1 ENSG00000257275|ENSG00000257275 ENSG00000281741|ENSG00000281741,NA,0.627909401,0.006,
cluster_119_UP - condition/healthy,2,ENSG00000205810|KLRC3 ENSG00000267123|SCAT1,3,-,0.646,0.650255412
cluster_119_UP - condition/pah,2,ENSG00000205810|KLRC3 ENSG00000267123|SCAT1,3,-,0.901,0.886897157
cluster_119_UP - condition/ph-lung,2,ENSG00000205810|KLRC3 ENSG00000267123|SCAT1,3,-,0.252,0.260020162
cluster_119_UP - gender/F,2,ENSG00000205810|KLRC3 ENSG00000267123|SCAT1,2,-,0.663,0.648586629
cluster_119_UP - gender/M,2,ENSG00000205810|KLRC3 ENSG00000267123|SCAT1,2,-,0.616,0.58793209
cluster_119_UP - age,2,ENSG00000205810|KLRC3 ENSG00000267123|SCAT1,NA,0.961622176,0.385,
cluster_119_UP - height,2,ENSG00000205810|KLRC3 ENSG00000267123|SCAT1,NA,1,0.456,
cluster_119_UP - weight,2,ENSG00000205810|KLRC3 ENSG00000267123|SCAT1,NA,0.759787177,0.043,
cluster_119_UP - BNP,2,ENSG00000205810|KLRC3 ENSG00000267123|SCAT1,NA,0.921059745,0.051,
cluster_119_UP - NYHA,2,ENSG00000205810|KLRC3 ENSG00000267123|SCAT1,NA,0.983988481,0.084,
cluster_119_UP - heart rate,2,ENSG00000205810|KLRC3 ENSG00000267123|SCAT1,NA,0.758241675,0.007,
cluster_119_UP - mPAP,2,ENSG00000205810|KLRC3 ENSG00000267123|SCAT1,NA,0.970725458,0.871,
cluster_119_UP - PAWP,2,ENSG00000205810|KLRC3 ENSG00000267123|SCAT1,NA,0.931431392,0.573,
cluster_119_UP - CVP,2,ENSG00000205810|KLRC3 ENSG00000267123|SCAT1,NA,1,0.2,
cluster_119_UP - HZV_Fick,2,ENSG00000205810|KLRC3 ENSG00000267123|SCAT1,NA,0.78986644,0.126,
cluster_119_UP - HZV_Thermodil,2,ENSG00000205810|KLRC3 ENSG00000267123|SCAT1,NA,1,0.571,
cluster_119_UP - PVR,2,ENSG00000205810|KLRC3 ENSG00000267123|SCAT1,NA,1,0.823,
cluster_119_UP - Cardiac Index,2,ENSG00000205810|KLRC3 ENSG00000267123|SCAT1,NA,1,0.529,
cluster_119_UP - Rrsys,2,ENSG00000205810|KLRC3 ENSG00000267123|SCAT1,NA,0.828311536,0.291,
cluster_119_UP - PA_systolic,2,ENSG00000205810|KLRC3 ENSG00000267123|SCAT1,NA,1,0.614,
cluster_119_UP - PA_diastolic,2,ENSG00000205810|KLRC3 ENSG00000267123|SCAT1,NA,1,0.479,
cluster_119_UP - ven_SO2,2,ENSG00000205810|KLRC3 ENSG00000267123|SCAT1,NA,0.53416226,0.01,
cluster_119_UP - AVDO2,2,ENSG00000205810|KLRC3 ENSG00000267123|SCAT1,NA,1,0.668,
cluster_119_UP - TAPSE,2,ENSG00000205810|KLRC3 ENSG00000267123|SCAT1,NA,0.952126726,0.68,
cluster_119_UP - RVEDD,2,ENSG00000205810|KLRC3 ENSG00000267123|SCAT1,NA,0.908927927,0.362,
cluster_119_UP - S,2,ENSG00000205810|KLRC3 ENSG00000267123|SCAT1,NA,0.991207801,0.779,
cluster_119_UP - sPAP excl. ZVD,2,ENSG00000205810|KLRC3 ENSG00000267123|SCAT1,NA,1,0.365,
cluster_119_UP - ZVD,2,ENSG00000205810|KLRC3 ENSG00000267123|SCAT1,NA,1,0.715,
cluster_119_UP - VCI_diameter,2,ENSG00000205810|KLRC3 ENSG00000267123|SCAT1,NA,1,0.173,
cluster_119_UP - RA_area,2,ENSG00000205810|KLRC3 ENSG00000267123|SCAT1,NA,1,0.106,
cluster_119_UP - AT,2,ENSG00000205810|KLRC3 ENSG00000267123|SCAT1,NA,0.996624904,0.412,
cluster_119_UP - AT_ET,2,ENSG00000205810|KLRC3 ENSG00000267123|SCAT1,NA,0.969918524,0.27,
cluster_119_UP - Paradoxe_Septumbewegung,2,ENSG00000205810|KLRC3 ENSG00000267123|SCAT1,NA,1,0.543,
cluster_119_UP - Perikarderguss,2,ENSG00000205810|KLRC3 ENSG00000267123|SCAT1,NA,0.957716049,0.842,
cluster_119_UP - SMW,2,ENSG00000205810|KLRC3 ENSG00000267123|SCAT1,NA,1,0.427,
cluster_119_UP - FEV1,2,ENSG00000205810|KLRC3 ENSG00000267123|SCAT1,NA,0.962311962,0.796,
cluster_119_UP - Tiffeneau Index FEV1/VC,2,ENSG00000205810|KLRC3 ENSG00000267123|SCAT1,NA,0.989784997,0.627,
cluster_119_UP - DLCO,2,ENSG00000205810|KLRC3 ENSG00000267123|SCAT1,NA,1,0.242,
cluster_119_UP - Kreatinin,2,ENSG00000205810|KLRC3 ENSG00000267123|SCAT1,NA,1,0.893,
cluster_119_UP - eGFR,2,ENSG00000205810|KLRC3 ENSG00000267123|SCAT1,NA,0.849869573,0.984,
cluster_120_UP - condition/healthy,5,ENSG00000101442|ACTR5 ENSG00000144741|SLC25A26 ENSG00000226070|LINC00951 ENSG00000269176|ENSG00000269176 ENSG00000273156|ENSG00000273156,3,-,0.039,0.049924662
cluster_120_UP - condition/pah,5,ENSG00000101442|ACTR5 ENSG00000144741|SLC25A26 ENSG00000226070|LINC00951 ENSG00000269176|ENSG00000269176 ENSG00000273156|ENSG00000273156,3,-,0.985,0.981382163
cluster_120_UP - condition/ph-lung,5,ENSG00000101442|ACTR5 ENSG00000144741|SLC25A26 ENSG00000226070|LINC00951 ENSG00000269176|ENSG00000269176 ENSG00000273156|ENSG00000273156,3,-,0.615,0.609899855
cluster_120_UP - gender/F,5,ENSG00000101442|ACTR5 ENSG00000144741|SLC25A26 ENSG00000226070|LINC00951 ENSG00000269176|ENSG00000269176 ENSG00000273156|ENSG00000273156,2,-,0.592,0.572554639
cluster_120_UP - gender/M,5,ENSG00000101442|ACTR5 ENSG00000144741|SLC25A26 ENSG00000226070|LINC00951 ENSG00000269176|ENSG00000269176 ENSG00000273156|ENSG00000273156,2,-,0.633,0.654006342
cluster_120_UP - age,5,ENSG00000101442|ACTR5 ENSG00000144741|SLC25A26 ENSG00000226070|LINC00951 ENSG00000269176|ENSG00000269176 ENSG00000273156|ENSG00000273156,NA,0.968911074,0.1,
cluster_120_UP - height,5,ENSG00000101442|ACTR5 ENSG00000144741|SLC25A26 ENSG00000226070|LINC00951 ENSG00000269176|ENSG00000269176 ENSG00000273156|ENSG00000273156,NA,1,0.176,
cluster_120_UP - weight,5,ENSG00000101442|ACTR5 ENSG00000144741|SLC25A26 ENSG00000226070|LINC00951 ENSG00000269176|ENSG00000269176 ENSG00000273156|ENSG00000273156,NA,0.981042194,0.633,
cluster_120_UP - BNP,5,ENSG00000101442|ACTR5 ENSG00000144741|SLC25A26 ENSG00000226070|LINC00951 ENSG00000269176|ENSG00000269176 ENSG00000273156|ENSG00000273156,NA,0.990863327,0,
cluster_120_UP - NYHA,5,ENSG00000101442|ACTR5 ENSG00000144741|SLC25A26 ENSG00000226070|LINC00951 ENSG00000269176|ENSG00000269176 ENSG00000273156|ENSG00000273156,NA,1,0.374,
cluster_120_UP - heart rate,5,ENSG00000101442|ACTR5 ENSG00000144741|SLC25A26 ENSG00000226070|LINC00951 ENSG00000269176|ENSG00000269176 ENSG00000273156|ENSG00000273156,NA,0.623957217,0.438,
cluster_120_UP - mPAP,5,ENSG00000101442|ACTR5 ENSG00000144741|SLC25A26 ENSG00000226070|LINC00951 ENSG00000269176|ENSG00000269176 ENSG00000273156|ENSG00000273156,NA,0.782413406,0.003,
cluster_120_UP - PAWP,5,ENSG00000101442|ACTR5 ENSG00000144741|SLC25A26 ENSG00000226070|LINC00951 ENSG00000269176|ENSG00000269176 ENSG00000273156|ENSG00000273156,NA,1,0.351,
cluster_120_UP - CVP,5,ENSG00000101442|ACTR5 ENSG00000144741|SLC25A26 ENSG00000226070|LINC00951 ENSG00000269176|ENSG00000269176 ENSG00000273156|ENSG00000273156,NA,1,0.049,
cluster_120_UP - HZV_Fick,5,ENSG00000101442|ACTR5 ENSG00000144741|SLC25A26 ENSG00000226070|LINC00951 ENSG00000269176|ENSG00000269176 ENSG00000273156|ENSG00000273156,NA,0.17778302,0.137,
cluster_120_UP - HZV_Thermodil,5,ENSG00000101442|ACTR5 ENSG00000144741|SLC25A26 ENSG00000226070|LINC00951 ENSG00000269176|ENSG00000269176 ENSG00000273156|ENSG00000273156,NA,0.179244549,0.033,
cluster_120_UP - PVR,5,ENSG00000101442|ACTR5 ENSG00000144741|SLC25A26 ENSG00000226070|LINC00951 ENSG00000269176|ENSG00000269176 ENSG00000273156|ENSG00000273156,NA,0.995639861,0.006,
cluster_120_UP - Cardiac Index,5,ENSG00000101442|ACTR5 ENSG00000144741|SLC25A26 ENSG00000226070|LINC00951 ENSG00000269176|ENSG00000269176 ENSG00000273156|ENSG00000273156,NA,0.946026452,0.466,
cluster_120_UP - Rrsys,5,ENSG00000101442|ACTR5 ENSG00000144741|SLC25A26 ENSG00000226070|LINC00951 ENSG00000269176|ENSG00000269176 ENSG00000273156|ENSG00000273156,NA,0.824646322,0.842,
cluster_120_UP - PA_systolic,5,ENSG00000101442|ACTR5 ENSG00000144741|SLC25A26 ENSG00000226070|LINC00951 ENSG00000269176|ENSG00000269176 ENSG00000273156|ENSG00000273156,NA,0.576606715,0,
cluster_120_UP - PA_diastolic,5,ENSG00000101442|ACTR5 ENSG00000144741|SLC25A26 ENSG00000226070|LINC00951 ENSG00000269176|ENSG00000269176 ENSG00000273156|ENSG00000273156,NA,0.961444016,0.006,
cluster_120_UP - ven_SO2,5,ENSG00000101442|ACTR5 ENSG00000144741|SLC25A26 ENSG00000226070|LINC00951 ENSG00000269176|ENSG00000269176 ENSG00000273156|ENSG00000273156,NA,0.495067147,0.004,
cluster_120_UP - AVDO2,5,ENSG00000101442|ACTR5 ENSG00000144741|SLC25A26 ENSG00000226070|LINC00951 ENSG00000269176|ENSG00000269176 ENSG00000273156|ENSG00000273156,NA,1,0.179,
cluster_120_UP - TAPSE,5,ENSG00000101442|ACTR5 ENSG00000144741|SLC25A26 ENSG00000226070|LINC00951 ENSG00000269176|ENSG00000269176 ENSG00000273156|ENSG00000273156,NA,0.853115044,0.189,
cluster_120_UP - RVEDD,5,ENSG00000101442|ACTR5 ENSG00000144741|SLC25A26 ENSG00000226070|LINC00951 ENSG00000269176|ENSG00000269176 ENSG00000273156|ENSG00000273156,NA,0.722692141,0.01,
cluster_120_UP - S,5,ENSG00000101442|ACTR5 ENSG00000144741|SLC25A26 ENSG00000226070|LINC00951 ENSG00000269176|ENSG00000269176 ENSG00000273156|ENSG00000273156,NA,0.883154653,0.255,
